year ,team1,team2,team1_score,team2_score,toss_winner,toss_choice,winner,margin,man_of_the_match,stadium,place
2013,Mumbai Indians,Delhi Daredevils,161,165,Mumbai Indians,Bat,Daredevils,9 wickets,Virender Sehwag,Feroz Shah Kotla,Delhi
2013,Pune Warriors,Kings XI Punjab,185,186,Kings XI Punjab,Field,Kings,7 wickets,David Miller,Punjab Cricket Association Stadium,Mohali
2013,Rajasthan Royals,Chennai Super Kings,185,186,Rajasthan Royals,Bat,Super,5 wickets,Michael Hussey,MA Chidambaram Stadium,Chepauk
2013,Royal Challengers Bangalore,Pune Warriors,263,133,Pune Warriors,Field,RCB,130 runs,Chris Gayle,M Chinnaswamy Stadium,Bangalore
2013,Delhi Daredevils,Kings XI Punjab,120,121,Kings XI Punjab,Field,Kings,5 wickets,Harmeet Singh,Feroz Shah Kotla,Delhi
2013,Kolkata Knight Riders,Mumbai Indians,159,162,Kolkata Knight Riders,Bat,Mumbai,5 wickets,Dwayne Smith,Eden Gardens,Kolkata
2013,Sunrisers Hyderabad,Chennai Super Kings,159,160,Sunrisers Hyderabad,Bat,Super,5 wickets,MS Dhoni,MA Chidambaram Stadium,Chepauk
2013,Kings XI Punjab,Kolkata Knight Riders,149,150,Kings XI Punjab,Bat,KKR,6 wickets,Jacques Kallis,Eden Gardens,Kolkata
2013,Sunrisers Hyderabad,Rajasthan Royals,144,146,Sunrisers Hyderabad,Bat,Royals,8 wickets,James Faulkner,Sawai Mansingh Stadium,Jaipur
2013,Mumbai Indians,Royal Challengers Bangalore,194,136,Mumbai Indians,Bat,Mumbai,58 runs,Dwayne Smith,Wankhede Stadium,Mumbai
2013,Chennai Super Kings,Kolkata Knight Riders,200,186,Kolkata Knight Riders,Field,Super,14 runs,Michael Hussey,MA Chidambaram Stadium,Chepauk
2013,Delhi Daredevils,Pune Warriors,164,149,Pune Warriors,Field,Daredevils,15 runs,David Warner,Shaheed Veer Narayan Singh International Stadium,Raipur
2013,Royal Challengers Bangalore,Rajasthan Royals,171,173,Rajasthan Royals,Field,Royals,4 wickets,Sanju Samson,Sawai Mansingh Stadium,Jaipur
2013,Mumbai Indians,Kings XI Punjab,174,170,Mumbai Indians,Bat,Mumbai,4 runs,Rohit Sharma,Wankhede Stadium,Mumbai
2013,Chennai Super Kings,Pune Warriors,164,127,Chennai Super Kings,Bat,Super,37 runs,MS Dhoni,Subrata Roy Sahara Stadium,Pune
2013,Mumbai Indians,Sunrisers Hyderabad,129,130,Mumbai Indians,Bat,Sunrisers,7 wickets,Ishant Sharma,Rajiv Gandhi International Stadium,Uppal
2013,Kolkata Knight Riders,Delhi Daredevils,136,137,Kolkata Knight Riders,Bat,Daredevils,7 wickets,David Warner,Shaheed Veer Narayan Singh International Stadium,Raipur
2013,Chennai Super Kings,Kings XI Punjab,186,171,Chennai Super Kings,Bat,Super,15 runs,Suresh Raina,MA Chidambaram Stadium,Chepauk
2013,Royal Challengers Bangalore,Pune Warriors,187,170,Royal Challengers Bangalore,Bat,RCB,17 runs,AB de Villiers,Subrata Roy Sahara Stadium,Pune
2013,Rajasthan Royals,Kolkata Knight Riders,132,133,Rajasthan Royals,Bat,KKR,8 wickets,Yusuf Pathan,Eden Gardens,Kolkata
2013,Delhi Daredevils,Sunrisers Hyderabad,80,81,Delhi Daredevils,Bat,Sunrisers,6 wickets,Daren Sammy,Rajiv Gandhi International Stadium,Uppal
2013,Mumbai Indians,Chennai Super Kings,139,79,Mumbai Indians,Bat,Mumbai,60 runs,Mitchell Johnson,Wankhede Stadium,Mumbai
2013,Pune Warriors,Rajasthan Royals,178,182,Pune Warriors,Bat,Royals,5 wickets,Ajinkya Rahane,Sawai Mansingh Stadium,Jaipur
2013,Royal Challengers Bangalore,Kings XI Punjab,190,194,Kings XI Punjab,Field,Kings,6 wickets,David Miller,Punjab Cricket Association Stadium,Mohali
2013,Delhi Daredevils,Rajasthan Royals,154,155,Delhi Daredevils,Bat,Royals,9 wickets,Ajinkya Rahane,Sawai Mansingh Stadium,Jaipur
2013,Mumbai Indians,Kolkata Knight Riders,170,105,Mumbai Indians,Bat,Mumbai,65 runs,Sachin Tendulkar,Wankhede Stadium,Mumbai
2013,Chennai Super Kings,Sunrisers Hyderabad,223,146,Sunrisers Hyderabad,Field,Super,77 runs,Suresh Raina,Rajiv Gandhi International Stadium,Uppal
2013,Kings XI Punjab,Rajasthan Royals,145,147,Rajasthan Royals,Field,Royals,8 wickets,Kevon Cooper,Punjab Cricket Association Stadium,Mohali
2013,Kolkata Knight Riders,Pune Warriors,152,106,Kolkata Knight Riders,Bat,KKR,46 runs,Gautam Gambhir,Subrata Roy Sahara Stadium,Pune
2013,Royal Challengers Bangalore,Delhi Daredevils,183,179,Delhi Daredevils,Field,RCB,4 runs,Jaydev Unadkat,Feroz Shah Kotla,Delhi
2013,Pune Warriors,Mumbai Indians,112,116,Pune Warriors,Bat,Mumbai,5 wickets,Mitchell Johnson,Subrata Roy Sahara Stadium,Pune
2013,Sunrisers Hyderabad,Kings XI Punjab,150,120,Kings XI Punjab,Field,Sunrisers,30 runs,Parthiv Patel,Punjab Cricket Association Stadium,Mohali
2013,Royal Challengers Bangalore,Kolkata Knight Riders,115,116,Kolkata Knight Riders,Field,KKR,5 wickets,Jacques Kallis,JSCA International Stadium Complex,Ranchi
2013,Chennai Super Kings,Rajasthan Royals,141,144,Rajasthan Royals,Field,Royals,5 wickets,Shane Watson,Sawai Mansingh Stadium,Jaipur
2013,Sunrisers Hyderabad,Mumbai Indians,178,184,Sunrisers Hyderabad,Bat,Mumbai,7 wickets,Kieron Pollard,Wankhede Stadium,Mumbai
2013,Royal Challengers Bangalore,Kings XI Punjab,174,176,Kings XI Punjab,Field,Kings,7 wickets,Adam Gilchrist,M Chinnaswamy Stadium,Bangalore
2013,Chennai Super Kings,Delhi Daredevils,168,135,Chennai Super Kings,Bat,Super,33 runs,MS Dhoni,MA Chidambaram Stadium,Chepauk
2013,Pune Warriors,Kolkata Knight Riders,170,163,Kolkata Knight Riders,Field,Warriors,7 runs,Manish Pandey,JSCA International Stadium Complex,Ranchi
2013,Mumbai Indians,Rajasthan Royals,166,152,Rajasthan Royals,Field,Mumbai,14 runs,Aditya Tare,Wankhede Stadium,Mumbai
2013,Kings XI Punjab,Delhi Daredevils,171,164,Delhi Daredevils,Field,Kings,7 runs,David Miller,Himachal Pradesh Cricket Association Stadium,Dharamsala
2013,Sunrisers Hyderabad,Rajasthan Royals,136,113,Sunrisers Hyderabad,Bat,Sunrisers,23 runs,Amit Mishra,Rajiv Gandhi International Stadium,Uppal
2013,Kings XI Punjab,Mumbai Indians,183,133,Mumbai Indians,Field,Kings,50 runs,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,Dharamsala
2013,Royal Challengers Bangalore,Chennai Super Kings,,82,Chennai Super Kings,Field,RCB,24 runs,Virat Kohli,M Chinnaswamy Stadium,Bangalore
2013,Pune Warriors,Delhi Daredevils,172,134,Pune Warriors,Bat,Warriors,38 runs,Luke Wright,Subrata Roy Sahara Stadium,Pune
2013,Kolkata Knight Riders,Sunrisers Hyderabad,130,132,Kolkata Knight Riders,Bat,Sunrisers,5 wickets,Parthiv Patel,Rajiv Gandhi International Stadium,Uppal
2013,Chennai Super Kings,Mumbai Indians,192,144,Chennai Super Kings,Bat,Super,48 runs,Michael Hussey,Feroz Shah Kotla,Delhi
2013,Sunrisers Hyderabad,Rajasthan Royals,132,135,Sunrisers Hyderabad,Bat,Royals,4 wickets,Brad Hodge,Feroz Shah Kotla,Delhi
2013,Rajasthan Royals,Mumbai Indians,165,169,Rajasthan Royals,Bat,Mumbai,4 wickets,Harbhajan Singh,Eden Gardens,Kolkata
2013,Mumbai Indians,Chennai Super Kings,148,125,Mumbai Indians,Bat,Mumbai,23 runs,Kieron Pollard,Eden Gardens,Kolkata
2012,Chennai Super Kings,Mumbai Indians,112,115,Mumbai Indians,Field,Mumbai,8 wickets,Richard Levi,MA Chidambaram Stadium,Chepauk
2012,Kolkata Knight Riders,Delhi Daredevils,,100,Delhi Daredevils,Field,Daredevils,8 wickets,Irfan Pathan,Eden Gardens,Kolkata
2012,Pune Warriors,Mumbai Indians,129,101,Mumbai Indians,Field,Warriors,28 runs,Steven Smith,Wankhede Stadium,Mumbai
2012,Rajasthan Royals,Kings XI Punjab,191,160,Kings XI Punjab,Field,Royals,31 runs,Ajinkya Rahane,Sawai Mansingh Stadium,Jaipur
2012,Royal Challengers Bangalore,Delhi Daredevils,157,137,Delhi Daredevils,Field,RCB,20 runs,AB de Villiers,M Chinnaswamy Stadium,Bangalore
2012,Chennai Super Kings,Deccan Chargers,193,119,Deccan Chargers,Field,Super,74 runs,Ravindra Jadeja,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam
2012,Rajasthan Royals,Kolkata Knight Riders,164,142,Kolkata Knight Riders,Field,Royals,22 runs,Brad Hodge,Sawai Mansingh Stadium,Jaipur
2012,Pune Warriors,Kings XI Punjab,166,144,Pune Warriors,Bat,Warriors,22 runs,Marlon Samuels,Subrata Roy Sahara Stadium,Pune
2012,Deccan Chargers,Mumbai Indians,138,142,Deccan Chargers,Bat,Mumbai,5 wickets,Rohit Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam
2012,Kolkata Knight Riders,Royal Challengers Bangalore,165,123,Royal Challengers Bangalore,Field,KKR,42 runs,Lakshmipathy Balaji,M Chinnaswamy Stadium,Bangalore
2012,Chennai Super Kings,Delhi Daredevils,110,111,Delhi Daredevils,Field,Daredevils,8 wickets,Morne Morkel,Feroz Shah Kotla,Delhi
2012,Mumbai Indians,Rajasthan Royals,197,170,Rajasthan Royals,Field,Mumbai,27 runs,Kieron Pollard,Wankhede Stadium,Mumbai
2012,Royal Challengers Bangalore,Chennai Super Kings,205,208,Royal Challengers Bangalore,Bat,Super,5 wickets,Faf du Plessis,MA Chidambaram Stadium,Chepauk
2012,Pune Warriors,Kings XI Punjab,115,116,Kings XI Punjab,Field,Kings,7 wickets,Dimitri Mascarenhas,Punjab Cricket Association Stadium,Mohali
2012,Rajasthan Royals,Kolkata Knight Riders,131,137,Rajasthan Royals,Bat,KKR,5 wickets,Shakib Al Hasan,Eden Gardens,Kolkata
2012,Chennai Super Kings,Pune Warriors,155,156,Chennai Super Kings,Bat,Warriors,7 wickets,Jesse Ryder,Subrata Roy Sahara Stadium,Pune
2012,Kings XI Punjab,Kolkata Knight Riders,134,132,Kolkata Knight Riders,Field,Kings,2 runs,Sunil Narine,Eden Gardens,Kolkata
2012,Rajasthan Royals,Royal Challengers Bangalore,195,136,Rajasthan Royals,Bat,Royals,59 runs,Ajinkya Rahane,M Chinnaswamy Stadium,Bangalore
2012,Mumbai Indians,Delhi Daredevils,92,93,Delhi Daredevils,Field,Daredevils,7 wickets,Shahbaz Nadeem,Wankhede Stadium,Mumbai
2012,Deccan Chargers,Rajasthan Royals,196,197,Deccan Chargers,Bat,Royals,5 wickets,Brad Hodge,Sawai Mansingh Stadium,Jaipur
2012,Pune Warriors,Royal Challengers Bangalore,182,186,Pune Warriors,Bat,RCB,6 wickets,Chris Gayle,M Chinnaswamy Stadium,Bangalore
2012,Kings XI Punjab,Kolkata Knight Riders,124,127,Kings XI Punjab,Bat,KKR,8 wickets,Gautam Gambhir,Punjab Cricket Association Stadium,Mohali
2012,Deccan Chargers,Delhi Daredevils,157,162,Deccan Chargers,Bat,Daredevils,5 wickets,Kevin Pietersen,Feroz Shah Kotla,Delhi
2012,Chennai Super Kings,Pune Warriors,164,151,Pune Warriors,Field,Super,13 runs,Nuwan Kulasekara,MA Chidambaram Stadium,Chepauk
2012,Kings XI Punjab,Royal Challengers Bangalore,163,166,Royal Challengers Bangalore,Field,RCB,5 wickets,Chris Gayle,Punjab Cricket Association Stadium,Mohali
2012,Rajasthan Royals,Chennai Super Kings,146,147,Rajasthan Royals,Bat,Super,7 wickets,Faf du Plessis,MA Chidambaram Stadium,Chepauk
2012,Pune Warriors,Delhi Daredevils,192,172,Delhi Daredevils,Field,Warriors,20 runs,Sourav Ganguly,Feroz Shah Kotla,Delhi
2012,Mumbai Indians,Kings XI Punjab,163,164,Mumbai Indians,Bat,Kings,6 wickets,Shaun Marsh,Wankhede Stadium,Mumbai
2012,Deccan Chargers,Kolkata Knight Riders,126,127,Kolkata Knight Riders,Field,KKR,5 wickets,Brett Lee,Barabati Stadium,Cuttack
2012,Royal Challengers Bangalore,Rajasthan Royals,189,143,Rajasthan Royals,Field,RCB,46 runs,AB de Villiers,Sawai Mansingh Stadium,Jaipur
2012,Pune Warriors,Delhi Daredevils,146,148,Pune Warriors,Bat,Daredevils,8 wickets,Virender Sehwag,Subrata Roy Sahara Stadium,Pune
2012,Kolkata Knight Riders,,,,,No Toss,Match,Match abandoned without a ball bowled,,,
2012,Kings XI Punjab,Mumbai Indians,168,171,Kings XI Punjab,Bat,Mumbai,4 wickets,Ambati Rayudu,Punjab Cricket Association Stadium,Mohali
2012,Royal Challengers Bangalore,,,,,No Toss,No,No result,,,
2012,Deccan Chargers,Pune Warriors,177,159,Deccan Chargers,Bat,Chargers,18 runs,Cameron White,Subrata Roy Sahara Stadium,Pune
2012,Delhi Daredevils,Mumbai Indians,207,170,Mumbai Indians,Field,Daredevils,37 runs,Virender Sehwag,Feroz Shah Kotla,Delhi
2012,Kings XI Punjab,Chennai Super Kings,156,149,Kings XI Punjab,Bat,Kings,7 runs,Mandeep Singh,MA Chidambaram Stadium,Chepauk
2012,Kolkata Knight Riders,Royal Challengers Bangalore,190,143,Kolkata Knight Riders,Bat,KKR,47 runs,Gautam Gambhir,Eden Gardens,Kolkata
2012,Delhi Daredevils,Rajasthan Royals,152,151,Delhi Daredevils,Bat,Daredevils,1 run,Virender Sehwag,Feroz Shah Kotla,Delhi
2012,Deccan Chargers,Mumbai Indians,100,101,Mumbai Indians,Field,Mumbai,5 wickets,Dale Steyn,Wankhede Stadium,Mumbai
2012,Chennai Super Kings,Kolkata Knight Riders,139,140,Chennai Super Kings,Bat,KKR,5 wickets,Gautam Gambhir,MA Chidambaram Stadium,Chepauk
2012,Deccan Chargers,Pune Warriors,186,173,Deccan Chargers,Bat,Chargers,13 runs,Kumar Sangakkara,Barabati Stadium,Cuttack
2012,Rajasthan Royals,Delhi Daredevils,141,144,Rajasthan Royals,Bat,Daredevils,6 wickets,Pawan Negi,Sawai Mansingh Stadium,Jaipur
2012,Royal Challengers Bangalore,Kings XI Punjab,158,163,Kings XI Punjab,Field,Kings,4 wickets,Azhar Mahmood,M Chinnaswamy Stadium,Bangalore
2012,Mumbai Indians,Pune Warriors,120,119,Mumbai Indians,Bat,Mumbai,1 run,Lasith Malinga,Subrata Roy Sahara Stadium,Pune
2012,Chennai Super Kings,Deccan Chargers,160,150,Chennai Super Kings,Bat,Super,10 runs,Suresh Raina,MA Chidambaram Stadium,Chepauk
2012,Kolkata Knight Riders,Pune Warriors,150,143,Kolkata Knight Riders,Bat,KKR,7 runs,Sunil Narine,Eden Gardens,Kolkata
2012,Rajasthan Royals,Kings XI Punjab,177,134,Rajasthan Royals,Bat,Royals,43 runs,Shane Watson,Punjab Cricket Association Stadium,Mohali
2012,Chennai Super Kings,Mumbai Indians,173,174,Mumbai Indians,Field,Mumbai,2 wickets,Dwayne Smith,Wankhede Stadium,Mumbai
2012,Deccan Chargers,Royal Challengers Bangalore,181,185,Royal Challengers Bangalore,Field,RCB,5 wickets,AB de Villiers,M Chinnaswamy Stadium,Bangalore
2012,Delhi Daredevils,Kolkata Knight Riders,153,154,Delhi Daredevils,Bat,KKR,6 wickets,Jacques Kallis,Feroz Shah Kotla,Delhi
2012,Pune Warriors,Rajasthan Royals,125,126,Pune Warriors,Bat,Royals,7 wickets,Shane Watson,Subrata Roy Sahara Stadium,Pune
2012,Kings XI Punjab,Deccan Chargers,170,145,Deccan Chargers,Field,Kings,25 runs,Mandeep Singh,Rajiv Gandhi International Stadium,Uppal
2012,Mumbai Indians,Royal Challengers Bangalore,141,142,Royal Challengers Bangalore,Field,RCB,9 wickets,Chris Gayle,Wankhede Stadium,Mumbai
2012,Deccan Chargers,Delhi Daredevils,187,193,Deccan Chargers,Bat,Daredevils,9 wickets,David Warner,Rajiv Gandhi International Stadium,Uppal
2012,Rajasthan Royals,Chennai Super Kings,126,127,Chennai Super Kings,Field,Super,4 wickets,Ben Hilfenhaus,Sawai Mansingh Stadium,Jaipur
2012,Royal Challengers Bangalore,Pune Warriors,173,138,Pune Warriors,Field,RCB,35 runs,Chris Gayle,Subrata Roy Sahara Stadium,Pune
2012,Mumbai Indians,Kolkata Knight Riders,182,155,Mumbai Indians,Bat,Mumbai,27 runs,Rohit Sharma,Eden Gardens,Kolkata
2012,Delhi Daredevils,Chennai Super Kings,114,115,Chennai Super Kings,Field,Super,9 wickets,Ben Hilfenhaus,MA Chidambaram Stadium,Chepauk
2012,Rajasthan Royals,Pune Warriors,170,125,Rajasthan Royals,Bat,Royals,45 runs,Ajit  Chandila,Sawai Mansingh Stadium,Jaipur
2012,Deccan Chargers,Kings XI Punjab,190,194,Deccan Chargers,Bat,Kings,4 wickets,David Hussey,Punjab Cricket Association Stadium,Mohali
2012,Royal Challengers Bangalore,Mumbai Indians,171,173,Mumbai Indians,Field,Mumbai,5 wickets,Ambati Rayudu,M Chinnaswamy Stadium,Bangalore
2012,Kolkata Knight Riders,Chennai Super Kings,158,160,Chennai Super Kings,Field,Super,5 wickets,Michael Hussey,Eden Gardens,Kolkata
2012,Kings XI Punjab,Delhi Daredevils,136,140,Kings XI Punjab,Bat,Daredevils,5 wickets,Umesh Yadav,Feroz Shah Kotla,Delhi
2012,Kolkata Knight Riders,Mumbai Indians,140,108,Mumbai Indians,Field,KKR,32 runs,Sunil Narine,Wankhede Stadium,Mumbai
2012,Chennai Super Kings,Kings XI Punjab,120,123,Kings XI Punjab,Field,Kings,6 wickets,Adam Gilchrist,Himachal Pradesh Cricket Association Stadium,Dharamsala
2012,Royal Challengers Bangalore,Delhi Daredevils,215,194,Delhi Daredevils,Field,RCB,21 runs,Chris Gayle,Feroz Shah Kotla,Delhi
2012,Rajasthan Royals,Deccan Chargers,126,128,Rajasthan Royals,Bat,Chargers,5 wickets,Dale Steyn,Rajiv Gandhi International Stadium,Uppal
2012,Kings XI Punjab,Delhi Daredevils,141,145,Delhi Daredevils,Field,Daredevils,6 wickets,Umesh Yadav,Himachal Pradesh Cricket Association Stadium,Dharamsala
2012,Kolkata Knight Riders,Pune Warriors,136,102,Kolkata Knight Riders,Bat,KKR,34 runs,Shakib Al Hasan,Subrata Roy Sahara Stadium,Pune
2012,Deccan Chargers,Royal Challengers Bangalore,132,123,Royal Challengers Bangalore,Field,Chargers,9 runs,Dale Steyn,Rajiv Gandhi International Stadium,Uppal
2012,Rajasthan Royals,Mumbai Indians,162,163,Rajasthan Royals,Bat,Mumbai,10 wickets,Dwayne Smith,Sawai Mansingh Stadium,Jaipur
2012,Kolkata Knight Riders,Delhi Daredevils,162,144,Kolkata Knight Riders,Bat,KKR,18 runs,Yusuf Pathan,Subrata Roy Sahara Stadium,Pune
2012,Chennai Super Kings,Mumbai Indians,187,149,Mumbai Indians,Field,Super,38 runs,MS Dhoni,M Chinnaswamy Stadium,Bangalore
2012,Chennai Super Kings,Delhi Daredevils,222,136,Delhi Daredevils,Field,Super,86 runs,Murali Vijay,MA Chidambaram Stadium,Chepauk
2012,Chennai Super Kings,Kolkata Knight Riders,190,192,Chennai Super Kings,Bat,KKR,5 wickets,Manvinder  Bisla,MA Chidambaram Stadium,Chepauk
2011,Chennai Super Kings,Kolkata Knight Riders,153,151,Chennai Super Kings,Bat,Super,2 runs,Srikkanth Anirudha,MA Chidambaram Stadium,Chepauk
2011,Deccan Chargers,Rajasthan Royals,137,141,Rajasthan Royals,Field,Royals,8 wickets,Siddharth Trivedi,Rajiv Gandhi International Stadium,Uppal
2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,161,162,Kochi Tuskers Kerala,Bat,RCB,6 wickets,AB de Villiers,Nehru Stadium,Kochi
2011,Delhi Daredevils,Mumbai Indians,95,99,Delhi Daredevils,Bat,Mumbai,8 wickets,Lasith Malinga,Feroz Shah Kotla,Delhi
2011,Kings XI Punjab,Pune Warriors,112,113,Kings XI Punjab,Bat,Warriors,7 wickets,Shrikant Wagh,Dr DY Patil Sports Academy,Mumbai
2011,Kolkata Knight Riders,Deccan Chargers,163,154,Kolkata Knight Riders,Bat,KKR,9 runs,Jacques Kallis,Eden Gardens,Kolkata
2011,Delhi Daredevils,Rajasthan Royals,151,152,Delhi Daredevils,Bat,Royals,6 wickets,Shane Warne,Sawai Mansingh Stadium,Jaipur
2011,Royal Challengers Bangalore,Mumbai Indians,140,143,Mumbai Indians,Field,Mumbai,9 wickets,Sachin Tendulkar,M Chinnaswamy Stadium,Bangalore
2011,Chennai Super Kings,Kings XI Punjab,188,193,Kings XI Punjab,Field,Kings,6 wickets,Paul Valthaty,Punjab Cricket Association Stadium,Mohali
2011,Kochi Tuskers Kerala,Pune Warriors,148,151,Kochi Tuskers Kerala,Bat,Warriors,4 wickets,Mohnish  Mishra,Dr DY Patil Sports Academy,Mumbai
2011,Deccan Chargers,Royal Challengers Bangalore,175,142,Royal Challengers Bangalore,Field,Chargers,33 runs,Dale Steyn,Rajiv Gandhi International Stadium,Uppal
2011,Rajasthan Royals,Kolkata Knight Riders,159,160,Kolkata Knight Riders,Field,KKR,9 wickets,Gautam Gambhir,Sawai Mansingh Stadium,Jaipur
2011,Mumbai Indians,Kochi Tuskers Kerala,182,184,Kochi Tuskers Kerala,Field,Kochi,8 wickets,Brendon McCullum,Wankhede Stadium,Mumbai
2011,Chennai Super Kings,Royal Challengers Bangalore,183,162,Chennai Super Kings,Bat,Super,21 runs,Michael Hussey,MA Chidambaram Stadium,Chepauk
2011,Deccan Chargers,Kings XI Punjab,165,166,Kings XI Punjab,Field,Kings,8 wickets,Paul Valthaty,Rajiv Gandhi International Stadium,Uppal
2011,Pune Warriors,Delhi Daredevils,187,190,Delhi Daredevils,Field,Daredevils,3 wickets,Yuvraj Singh,Dr DY Patil Sports Academy,Mumbai
2011,Rajasthan Royals,Kolkata Knight Riders,81,85,Kolkata Knight Riders,Field,KKR,8 wickets,Lakshmipathy Balaji,Eden Gardens,Kolkata
2011,Chennai Super Kings,Kochi Tuskers Kerala,,135,Kochi Tuskers Kerala,Field,Kochi,7 wickets,Brendon McCullum,Nehru Stadium,Kochi
2011,Deccan Chargers,Delhi Daredevils,168,152,Deccan Chargers,Bat,Chargers,16 runs,Sunny Sohal,Feroz Shah Kotla,Delhi
2011,Royal Challengers Bangalore,,,,,No Toss,Match,Match abandoned without a ball bowled,,,
2011,Pune Warriors,Mumbai Indians,118,124,Pune Warriors,Bat,Mumbai,7 wickets,Munaf Patel,Wankhede Stadium,Mumbai
2011,Kochi Tuskers Kerala,Kolkata Knight Riders,132,126,Kolkata Knight Riders,Field,Kochi,6 runs,Mahela Jayawardene,Eden Gardens,Kolkata
2011,Kings XI Punjab,Rajasthan Royals,195,147,Rajasthan Royals,Field,Kings,48 runs,Shaun Marsh,Punjab Cricket Association Stadium,Mohali
2011,Kolkata Knight Riders,Royal Challengers Bangalore,171,175,Royal Challengers Bangalore,Field,RCB,9 wickets,Chris Gayle,Eden Gardens,Kolkata
2011,Mumbai Indians,Chennai Super Kings,164,156,Chennai Super Kings,Field,Mumbai,8 runs,Harbhajan Singh,Wankhede Stadium,Mumbai
2011,Delhi Daredevils,Kings XI Punjab,231,202,Kings XI Punjab,Field,Daredevils,29 runs,David Warner,Feroz Shah Kotla,Delhi
2011,Mumbai Indians,Deccan Chargers,172,135,Deccan Chargers,Field,Mumbai,37 runs,Lasith Malinga,Rajiv Gandhi International Stadium,Uppal
2011,Kochi Tuskers Kerala,Rajasthan Royals,109,111,Rajasthan Royals,Field,Royals,8 wickets,Shane Warne,Sawai Mansingh Stadium,Jaipur
2011,Chennai Super Kings,Pune Warriors,142,117,Pune Warriors,Field,Super,25 runs,Michael Hussey,MA Chidambaram Stadium,Chepauk
2011,Delhi Daredevils,Royal Challengers Bangalore,160,161,Royal Challengers Bangalore,Field,RCB,3 wickets,Virat Kohli,Feroz Shah Kotla,Delhi
2011,Pune Warriors,Chennai Super Kings,141,145,Pune Warriors,Bat,Super,8 wickets,Doug Bollinger,Dr DY Patil Sports Academy,Mumbai
2011,Deccan Chargers,Kochi Tuskers Kerala,129,74,Kochi Tuskers Kerala,Field,Chargers,55 runs,Ishant Sharma,Nehru Stadium,Kochi
2011,Kolkata Knight Riders,Delhi Daredevils,148,131,Delhi Daredevils,Field,KKR,17 runs,Manoj Tiwary,Feroz Shah Kotla,Delhi
2011,Mumbai Indians,Rajasthan Royals,94,95,Rajasthan Royals,Field,Royals,7 wickets,Johan Botha,Sawai Mansingh Stadium,Jaipur
2011,Royal Challengers Bangalore,Pune Warriors,181,155,Pune Warriors,Field,RCB,26 runs,Virat Kohli,M Chinnaswamy Stadium,Bangalore
2011,Delhi Daredevils,Kochi Tuskers Kerala,157,119,Delhi Daredevils,Bat,Daredevils,38 runs,Virender Sehwag,Nehru Stadium,Kochi
2011,Kings XI Punjab,Kolkata Knight Riders,119,120,Kolkata Knight Riders,Field,KKR,8 wickets,Iqbal Abdulla,Eden Gardens,Kolkata
2011,Pune Warriors,Rajasthan Royals,143,144,Rajasthan Royals,Field,Royals,6 wickets,Ross Taylor,Sawai Mansingh Stadium,Jaipur
2011,Chennai Super Kings,Deccan Chargers,165,146,Chennai Super Kings,Bat,Super,19 runs,Albie Morkel,MA Chidambaram Stadium,Chepauk
2011,Mumbai Indians,Kings XI Punjab,159,136,Kings XI Punjab,Field,Mumbai,23 runs,Kieron Pollard,Wankhede Stadium,Mumbai
2011,Delhi Daredevils,Kochi Tuskers Kerala,140,141,Kochi Tuskers Kerala,Field,Kochi,7 wickets,Prasanth Parameswaran,Feroz Shah Kotla,Delhi
2011,Kolkata Knight Riders,Deccan Chargers,169,149,Deccan Chargers,Field,KKR,20 runs,Yusuf Pathan,Rajiv Gandhi International Stadium,Uppal
2011,Rajasthan Royals,Chennai Super Kings,147,149,Rajasthan Royals,Bat,Super,8 wickets,Michael Hussey,MA Chidambaram Stadium,Chepauk
2011,Mumbai Indians,Pune Warriors,160,139,Pune Warriors,Field,Mumbai,21 runs,Rahul Sharma,Dr DY Patil Sports Academy,Mumbai
2011,Kochi Tuskers Kerala,Kolkata Knight Riders,156,139,Kolkata Knight Riders,Field,Kochi,17 runs,Brad Hodge,Nehru Stadium,Kochi
2011,Deccan Chargers,Delhi Daredevils,175,179,Delhi Daredevils,Field,Daredevils,4 wickets,Virender Sehwag,Rajiv Gandhi International Stadium,Uppal
2011,Royal Challengers Bangalore,Kings XI Punjab,205,120,Kings XI Punjab,Field,RCB,85 runs,Chris Gayle,M Chinnaswamy Stadium,Bangalore
2011,Chennai Super Kings,Kolkata Knight Riders,114,61,Chennai Super Kings,Bat,KKR,10 runs,Iqbal Abdulla,Eden Gardens,Kolkata
2011,Mumbai Indians,Delhi Daredevils,178,146,Delhi Daredevils,Field,Mumbai,32 runs,Ambati Rayudu,Wankhede Stadium,Mumbai
2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,125,128,Kochi Tuskers Kerala,Bat,RCB,9 wickets,Chris Gayle,M Chinnaswamy Stadium,Bangalore
2011,Kings XI Punjab,Pune Warriors,119,120,Kings XI Punjab,Bat,Warriors,5 wickets,Rahul Sharma,Punjab Cricket Association Stadium,Mohali
2011,Chennai Super Kings,Rajasthan Royals,196,133,Rajasthan Royals,Field,Super,63 runs,Murali Vijay,Sawai Mansingh Stadium,Jaipur
